Delivery Number: 5, Reason: Missing Weight
Delivery Number: 7111, Reason: Missing Area
Delivery Number: 7120, Reason: Missing Area
Delivery Number: 7164, Reason: Missing Area
Delivery Number: 7178, Reason: Weight cannot be zero or negative
Delivery Number: 7187, Reason: Missing Area
Delivery Number: 7227, Reason: Missing Area
Delivery Number: 7233, Reason: Missing Weight
Delivery Number: 7254, Reason: Missing Priority
Delivery Number: 7260, Reason: Missing Area
Delivery Number: 7286, Reason: Weight exceeds capacity
Delivery Number: 7288, Reason: Weight exceeds capacity
Delivery Number: 7317, Reason: Missing Priority
Delivery Number: 7320, Reason: Missing Area
Delivery Number: 7325, Reason: Missing Priority
Delivery Number: 7332, Reason: Missing Area
Delivery Number: 7351, Reason: Missing Priority
Delivery Number: 7356, Reason: Missing Priority
Delivery Number: 7414, Reason: Missing Priority
Delivery Number: 7418, Reason: Missing Area
Delivery Number: 7420, Reason: Missing Area
Delivery Number: 7423, Reason: Weight cannot be zero or negative
Delivery Number: 7446, Reason: Missing Priority
Delivery Number: 7470, Reason: Missing Priority
Delivery Number: 7480, Reason: Weight cannot be zero or negative
Delivery Number: 7483, Reason: Missing Area
Delivery Number: 7525, Reason: Weight cannot be zero or negative
Delivery Number: 7538, Reason: Missing Area
Delivery Number: 7539, Reason: Missing Area
Delivery Number: 7545, Reason: Missing Area
Delivery Number: 7563, Reason: Missing Area
Delivery Number: 7571, Reason: Missing Area
Delivery Number: 7575, Reason: Missing Priority
Delivery Number: 7576, Reason: Missing Priority
Delivery Number: 7577, Reason: Missing Priority
Delivery Number: 7641, Reason: Missing Area
Delivery Number: 7653, Reason: Weight exceeds capacity
Delivery Number: 7674, Reason: Missing Area
Delivery Number: 7692, Reason: Weight cannot be zero or negative
Delivery Number: 7701, Reason: Weight cannot be zero or negative
Delivery Number: 7702, Reason: Missing Area
Delivery Number: 7703, Reason: Weight cannot be zero or negative
Delivery Number: 7710, Reason: Missing Area
Delivery Number: 7722, Reason: Weight cannot be zero or negative
Delivery Number: 7734, Reason: Weight cannot be zero or negative
Delivery Number: 7750, Reason: Missing Area
Delivery Number: 7755, Reason: Weight cannot be zero or negative
Delivery Number: 7756, Reason: Missing Weight
Delivery Number: 7761, Reason: Weight exceeds capacity
Delivery Number: 7786, Reason: Missing Area
Delivery Number: 7807, Reason: Missing Priority
Delivery Number: 7850, Reason: Missing Weight
Delivery Number: 7864, Reason: Weight cannot be zero or negative
Delivery Number: 7883, Reason: Missing Area
Delivery Number: 7890, Reason: Missing Area
Delivery Number: 7894, Reason: Missing Priority
Delivery Number: 7901, Reason: Weight exceeds capacity
Delivery Number: 7932, Reason: Weight cannot be zero or negative
Delivery Number: 7935, Reason: Missing Area
Delivery Number: 7936, Reason: Weight exceeds capacity
Delivery Number: 7939, Reason: Weight cannot be zero or negative
Delivery Number: 7953, Reason: Missing Area
Delivery Number: 7958, Reason: Missing Area
Delivery Number: 7960, Reason: Weight cannot be zero or negative
Delivery Number: 8003, Reason: Missing Weight
Delivery Number: 8008, Reason: Missing Weight
Delivery Number: 8022, Reason: Missing Area
Delivery Number: 8040, Reason: Weight cannot be zero or negative
Delivery Number: 8044, Reason: Weight cannot be zero or negative
Delivery Number: 8062, Reason: Weight exceeds capacity
Delivery Number: 8066, Reason: Weight exceeds capacity
Delivery Number: 8092, Reason: Weight cannot be zero or negative
Delivery Number: 8104, Reason: Missing Priority
Delivery Number: 8141, Reason: Missing Weight
Delivery Number: 8183, Reason: Weight exceeds capacity
Delivery Number: 8187, Reason: Weight cannot be zero or negative
Delivery Number: 8188, Reason: Missing Area
Delivery Number: 8194, Reason: Missing Priority
Delivery Number: 8209, Reason: Missing Priority
Delivery Number: 8216, Reason: Missing Area
Delivery Number: 8217, Reason: Weight exceeds capacity
Delivery Number: 8221, Reason: Weight exceeds capacity
Delivery Number: 8236, Reason: Missing Area
Delivery Number: 8249, Reason: Missing Priority
Delivery Number: 8260, Reason: Missing Area
Delivery Number: 8262, Reason: Missing Area
Delivery Number: 8330, Reason: Weight cannot be zero or negative
Delivery Number: 8353, Reason: Missing Priority
Delivery Number: 8366, Reason: Missing Priority
Delivery Number: 8378, Reason: Weight exceeds capacity
Delivery Number: 8390, Reason: Missing Area
Delivery Number: 8396, Reason: Missing Weight
Delivery Number: 8415, Reason: Missing Area
Delivery Number: 8420, Reason: Weight cannot be zero or negative
Delivery Number: 8422, Reason: Missing Weight
Delivery Number: 8436, Reason: Missing Weight
Delivery Number: 8446, Reason: Missing Priority
Delivery Number: 8470, Reason: Missing Weight
Delivery Number: 8498, Reason: Missing Area
Delivery Number: 8505, Reason: Missing Priority
Delivery Number: 8508, Reason: Missing Weight
Delivery Number: 8539, Reason: Missing Weight
Delivery Number: 8548, Reason: Missing Area
Delivery Number: 8550, Reason: Weight exceeds capacity
Delivery Number: 8559, Reason: Missing Area
Delivery Number: 8606, Reason: Missing Area
Delivery Number: 8624, Reason: Weight cannot be zero or negative
Delivery Number: 8630, Reason: Missing Weight
Delivery Number: 8632, Reason: Weight cannot be zero or negative
Delivery Number: 8637, Reason: Missing Priority
Delivery Number: 8646, Reason: Weight cannot be zero or negative
Delivery Number: 8655, Reason: Missing Area
Delivery Number: 8658, Reason: Weight cannot be zero or negative
Delivery Number: 8659, Reason: Missing Weight
Delivery Number: 8669, Reason: Missing Weight
Delivery Number: 8670, Reason: Missing Priority
Delivery Number: 8671, Reason: Weight cannot be zero or negative
Delivery Number: 8681, Reason: Missing Weight
Delivery Number: 8695, Reason: Missing Area
Delivery Number: 8718, Reason: Missing Area
Delivery Number: 8721, Reason: Weight cannot be zero or negative
Delivery Number: 8723, Reason: Missing Priority
Delivery Number: 8724, Reason: Missing Weight
Delivery Number: 8730, Reason: Missing Area
Delivery Number: 8735, Reason: Weight cannot be zero or negative
Delivery Number: 8738, Reason: Missing Area
Delivery Number: 8739, Reason: Weight exceeds capacity
Delivery Number: 8752, Reason: Weight cannot be zero or negative
Delivery Number: 8753, Reason: Weight cannot be zero or negative
Delivery Number: 8801, Reason: Missing Weight
Delivery Number: 8826, Reason: Weight cannot be zero or negative
Delivery Number: 8827, Reason: Missing Weight
Delivery Number: 8833, Reason: Missing Area
Delivery Number: 8852, Reason: Weight cannot be zero or negative
Delivery Number: 8857, Reason: Missing Weight
Delivery Number: 8865, Reason: Weight cannot be zero or negative
Delivery Number: 8877, Reason: Missing Priority
Delivery Number: 8880, Reason: Missing Weight
Delivery Number: 8881, Reason: Missing Area
Delivery Number: 8888, Reason: Missing Area
Delivery Number: 8893, Reason: Weight cannot be zero or negative
Delivery Number: 8901, Reason: Weight cannot be zero or negative
Delivery Number: 8913, Reason: Weight exceeds capacity
Delivery Number: 8936, Reason: Weight cannot be zero or negative
Delivery Number: 8943, Reason: Weight cannot be zero or negative
Delivery Number: 8965, Reason: Weight cannot be zero or negative
Delivery Number: 8966, Reason: Missing Area
Delivery Number: 8974, Reason: Missing Priority
Delivery Number: 8977, Reason: Missing Area
Delivery Number: 8997, Reason: Weight cannot be zero or negative
Delivery Number: 9007, Reason: Missing Area
Delivery Number: 9008, Reason: Missing Area
Delivery Number: 9039, Reason: Missing Area
Delivery Number: 9049, Reason: Weight cannot be zero or negative
Delivery Number: 9077, Reason: Missing Weight
Delivery Number: 9079, Reason: Weight exceeds capacity
Delivery Number: 9102, Reason: Missing Priority
Delivery Number: 9103, Reason: Missing Area
Delivery Number: 9109, Reason: Missing Priority
Delivery Number: 9136, Reason: Missing Weight
Delivery Number: 9164, Reason: Weight cannot be zero or negative
Delivery Number: 9166, Reason: Missing Priority
Delivery Number: 9181, Reason: Weight cannot be zero or negative
Delivery Number: 9190, Reason: Missing Area
Delivery Number: 9199, Reason: Weight cannot be zero or negative
Delivery Number: 9206, Reason: Missing Area
Delivery Number: 9228, Reason: Weight exceeds capacity
Delivery Number: 9244, Reason: Weight cannot be zero or negative
Delivery Number: 9256, Reason: Weight exceeds capacity
Delivery Number: 9257, Reason: Weight cannot be zero or negative
Delivery Number: 9260, Reason: Weight cannot be zero or negative
Delivery Number: 9262, Reason: Weight exceeds capacity
Delivery Number: 9263, Reason: Weight exceeds capacity
Delivery Number: 9266, Reason: Missing Priority
Delivery Number: 9313, Reason: Missing Weight
Delivery Number: 9330, Reason: Weight cannot be zero or negative
Delivery Number: 9351, Reason: Missing Priority
Delivery Number: 9360, Reason: Missing Area
Delivery Number: 9369, Reason: Missing Weight
Delivery Number: 9378, Reason: Missing Area
Delivery Number: 9385, Reason: Weight exceeds capacity
Delivery Number: 9393, Reason: Missing Priority
Delivery Number: 9418, Reason: Missing Area
Delivery Number: 9434, Reason: Weight exceeds capacity
Delivery Number: 9463, Reason: Missing Priority
Delivery Number: 9464, Reason: Missing Weight
Delivery Number: 9472, Reason: Weight cannot be zero or negative
Delivery Number: 9488, Reason: Weight cannot be zero or negative
Delivery Number: 9499, Reason: Weight exceeds capacity
Delivery Number: 9506, Reason: Missing Priority
Delivery Number: 9508, Reason: Missing Area
Delivery Number: 9511, Reason: Weight cannot be zero or negative
Delivery Number: 9521, Reason: Missing Area
Delivery Number: 9535, Reason: Missing Area
Delivery Number: 9561, Reason: Weight cannot be zero or negative
Delivery Number: 9585, Reason: Missing Area
Delivery Number: 9590, Reason: Missing Area
Delivery Number: 9600, Reason: Missing Area
Delivery Number: 9606, Reason: Weight cannot be zero or negative
Delivery Number: 9615, Reason: Weight cannot be zero or negative
Delivery Number: 9625, Reason: Weight cannot be zero or negative
Delivery Number: 9626, Reason: Missing Weight
Delivery Number: 9678, Reason: Missing Area
Delivery Number: 9685, Reason: Missing Weight
Delivery Number: 9693, Reason: Missing Area
Delivery Number: 9702, Reason: Weight cannot be zero or negative
Delivery Number: 9707, Reason: Weight cannot be zero or negative
Delivery Number: 9721, Reason: Weight cannot be zero or negative
Delivery Number: 9729, Reason: Missing Area
Delivery Number: 9745, Reason: Missing Priority
Delivery Number: 9746, Reason: Weight exceeds capacity
Delivery Number: 9749, Reason: Missing Area
Delivery Number: 9750, Reason: Missing Area
Delivery Number: 9751, Reason: Missing Area
Delivery Number: 9755, Reason: Missing Area
Delivery Number: 9790, Reason: Missing Priority
Delivery Number: 9795, Reason: Weight cannot be zero or negative
Delivery Number: 9800, Reason: Weight exceeds capacity
Delivery Number: 9803, Reason: Missing Area
Delivery Number: 9815, Reason: Weight cannot be zero or negative
Delivery Number: 9822, Reason: Weight cannot be zero or negative
Delivery Number: 9849, Reason: Weight cannot be zero or negative
Delivery Number: 9870, Reason: Weight cannot be zero or negative
Delivery Number: 9873, Reason: Missing Area
Delivery Number: 9879, Reason: Weight cannot be zero or negative
Delivery Number: 9898, Reason: Missing Weight
Delivery Number: 9902, Reason: Missing Weight
Delivery Number: 9911, Reason: Missing Area
Delivery Number: 9918, Reason: Missing Area
Delivery Number: 9919, Reason: Missing Weight
Delivery Number: 9951, Reason: Weight exceeds capacity
Delivery Number: 9953, Reason: Missing Weight
Delivery Number: 9993, Reason: Missing Area
Delivery Number: 10005, Reason: Missing Area
Delivery Number: 10006, Reason: Weight cannot be zero or negative
Delivery Number: 10008, Reason: Weight cannot be zero or negative
Delivery Number: 10009, Reason: Weight cannot be zero or negative
Delivery Number: 10014, Reason: Missing Weight
Delivery Number: 10023, Reason: Missing Weight
Delivery Number: 10024, Reason: Missing Area
Delivery Number: 10036, Reason: Weight cannot be zero or negative
Delivery Number: 10038, Reason: Missing Priority
Delivery Number: 10046, Reason: Missing Area
Delivery Number: 10053, Reason: Weight cannot be zero or negative
Delivery Number: 10054, Reason: Weight cannot be zero or negative
Delivery Number: 10061, Reason: Missing Area
Delivery Number: 10066, Reason: Missing Area
Delivery Number: 10067, Reason: Missing Area
Delivery Number: 10075, Reason: Missing Weight
Delivery Number: 10091, Reason: Weight cannot be zero or negative
Delivery Number: 10105, Reason: Missing Area
Delivery Number: 10106, Reason: Weight exceeds capacity
Delivery Number: 10142, Reason: Missing Priority
Delivery Number: 10146, Reason: Weight exceeds capacity
Delivery Number: 10149, Reason: Missing Area
Delivery Number: 10161, Reason: Weight exceeds capacity
Delivery Number: 10167, Reason: Weight exceeds capacity
Delivery Number: 10198, Reason: Missing Area
Delivery Number: 10214, Reason: Missing Weight
Delivery Number: 10224, Reason: Missing Area
Delivery Number: 10228, Reason: Missing Area
Delivery Number: 10229, Reason: Missing Area
Delivery Number: 10235, Reason: Weight exceeds capacity
Delivery Number: 10237, Reason: Missing Priority
Delivery Number: 10241, Reason: Missing Priority
Delivery Number: 10247, Reason: Weight cannot be zero or negative
Delivery Number: 10256, Reason: Missing Area
Delivery Number: 10265, Reason: Weight cannot be zero or negative
Delivery Number: 10272, Reason: Missing Priority
Delivery Number: 10291, Reason: Weight cannot be zero or negative
Delivery Number: 10309, Reason: Missing Weight
Delivery Number: 10343, Reason: Missing Priority
Delivery Number: 10350, Reason: Missing Weight
Delivery Number: 10353, Reason: Missing Area
Delivery Number: 10362, Reason: Weight cannot be zero or negative
Delivery Number: 10379, Reason: Weight cannot be zero or negative
Delivery Number: 10418, Reason: Missing Priority
Delivery Number: 10424, Reason: Weight cannot be zero or negative
